Date,Year,Month,Day of Week,Season,Temperature (°C),Climate Type,Humidity (%),Wind Speed (km/h),Rainfall (mm),Holiday,Population Density (people/sq.km),Industrial Activity Index,Residential-Commercial Power Ratio (%),Air Quality Index (AQI),Solar Radiation (W/m²),Power Consumption (MW)
5/23/22 2:31,2022,5,Monday,Summer,22.5,Clear,93.1,16.1,137.2,Yes,28079.1,24.7,88.6,458,327,3547.1
5/24/22 2:31,2022,5,Tuesday,Summer,42.4,Clear,63.7,15.8,53.6,No,13297,23.4,83.7,165.4,118.7,5173
5/25/22 2:31,2022,5,Wednesday,Summer,18,Cloudy,48.5,7.7,24.6,No,24247.2,28.6,85.3,325.2,546.5,4107.3
5/26/22 2:31,2022,5,Thursday,Summer,32.2,Rainy,20.6,21.5,76.4,No,24637.5,59.3,88.5,121.9,716.3,4004.1
5/27/22 2:31,2022,5,Friday,Summer,17.8,Rainy,24.9,34,166.7,No,18783.6,49.3,76.6,225.5,271.3,2624.5
5/28/22 2:31,2022,5,Saturday,Summer,21.3,Cloudy,54.3,2,69.6,No,11594.8,84.2,70.3,88.6,583.5,4218.6
5/29/22 2:31,2022,5,Sunday,Summer,39.7,Rainy,51.9,35.6,6.9,No,22448.9,69.8,82.8,310.8,478.7,4757.9
5/30/22 2:31,2022,5,Monday,Summer,35.5,Cloudy,34.8,26.6,54.9,No,11037.6,66.7,64.9,205.6,733.6,4316.6
5/31/22 2:31,2022,5,Tuesday,Summer,13.3,Rainy,51.6,24.7,198,No,17648,15.5,62,433.5,874.5,2700
6/1/22 2:31,2022,6,Wednesday,Monsoon,25,Cloudy,34,25,135.3,No,17873.4,5.5,83.6,131.8,376.3,3412.6
6/2/22 2:31,2022,6,Thursday,Monsoon,11,Rainy,87.9,11.9,180.2,No,29978.5,51,88.5,176,914.3,3292.2
6/3/22 2:31,2022,6,Friday,Monsoon,26.8,Clear,43.9,16.6,155,No,15996,7.2,73.3,129.8,736.3,3673.1
6/4/22 2:31,2022,6,Saturday,Monsoon,33.2,Cloudy,67.9,32,107.9,No,26409.1,36.4,64.8,303.7,133.4,4159
6/5/22 2:31,2022,6,Sunday,Monsoon,14.1,Cloudy,60.2,12.3,29.7,No,11063.4,2.6,74.9,100.3,812.1,3915.9
6/6/22 2:31,2022,6,Monday,Monsoon,20.1,Rainy,24.2,18.8,69.7,No,20595.3,17.7,71.8,135.2,545.2,3522.4
6/7/22 2:31,2022,6,Tuesday,Monsoon,23.9,Cloudy,95.4,0.8,116.7,No,20733.8,11,71.2,355.3,950.9,4550.6
6/8/22 2:31,2022,6,Wednesday,Monsoon,42.2,Cloudy,62.2,29.3,174.1,Yes,22575,80.1,78.8,83.5,391.3,3773.5
6/9/22 2:31,2022,6,Thursday,Monsoon,44.8,Cloudy,46,16.7,53.7,Yes,26200.1,34.6,65.2,384.4,632.1,4595.4
6/10/22 2:31,2022,6,Friday,Monsoon,11.6,Clear,32.7,21,24.2,No,25238.5,7.9,71.4,97,960.5,3363.6
6/11/22 2:31,2022,6,Saturday,Monsoon,36.6,Clear,47.1,4.6,111.8,No,25220.2,26.5,86.1,313.5,344,4652
6/12/22 2:31,2022,6,Sunday,Monsoon,23,Rainy,21.6,39.7,35.3,No,18645.9,68.3,81.9,499,524.8,3397.1
6/13/22 2:31,2022,6,Monday,Monsoon,23.7,Clear,49.1,12.1,122.1,No,24549.4,74.6,61.7,128.3,777.2,3825.3
6/14/22 2:31,2022,6,Tuesday,Monsoon,36.4,Rainy,62.5,25.4,52.7,No,19826.3,12,75.4,167.5,722,4673.6
6/15/22 2:31,2022,6,Wednesday,Monsoon,42.1,Clear,89.7,23.2,46.2,No,11339,77.9,62.7,454.3,854.8,5308.8
6/16/22 2:31,2022,6,Thursday,Monsoon,43.3,Rainy,75,31.4,79.8,No,27803.6,37.1,88.7,331.8,567.8,4886.8
6/17/22 2:31,2022,6,Friday,Monsoon,30.2,Clear,28.9,11.8,118.6,No,27803.3,67.9,67.3,271.6,387,3971
6/18/22 2:31,2022,6,Saturday,Monsoon,22.5,Clear,31.8,30.2,109.1,No,16457.6,67.2,88,303.2,581.6,3293.1
6/19/22 2:31,2022,6,Sunday,Monsoon,37.6,Rainy,54.2,15.3,48.9,No,28278.1,79.4,85,183,415,4870
6/20/22 2:31,2022,6,Monday,Monsoon,18.8,Cloudy,35.7,16.4,178.2,No,25159.7,69.7,76.5,434.9,258.8,3075.8
6/21/22 2:31,2022,6,Tuesday,Monsoon,29.7,Cloudy,22.2,26.9,22,No,18016,3.9,70.1,385.4,599.5,4061.4
6/22/22 2:31,2022,6,Wednesday,Monsoon,22.6,Clear,84.4,31.4,7.9,No,16630.1,51.9,85.7,339.1,143.5,4304.6
6/23/22 2:31,2022,6,Thursday,Monsoon,33,Rainy,21.6,26.7,120.5,No,29502.9,16.6,64.6,469.3,132.9,3728.5
6/24/22 2:31,2022,6,Friday,Monsoon,18.4,Cloudy,86.5,36,24.7,Yes,24252.5,97,65.4,310.1,158.1,3441.9
6/25/22 2:31,2022,6,Saturday,Monsoon,16.7,Rainy,31.5,11.4,101,No,17576.2,25.6,66.7,280.3,705.4,3417.6
6/26/22 2:31,2022,6,Sunday,Monsoon,42.1,Cloudy,98,36,190.4,No,22839.7,42,77.9,489.1,466.3,4414.4
6/27/22 2:31,2022,6,Monday,Monsoon,13.6,Rainy,68.3,5.2,139.7,No,21430.5,19.7,69.4,142.7,544.7,3558
6/28/22 2:31,2022,6,Tuesday,Monsoon,27.7,Clear,78.8,26.4,123.5,No,20490.8,13.5,89.7,113.9,409.1,4028.3
6/29/22 2:31,2022,6,Wednesday,Monsoon,17.7,Rainy,28.8,21.9,115,No,22894,60.1,65.9,123,328.3,3162
6/30/22 2:31,2022,6,Thursday,Monsoon,11.4,Cloudy,89,19.8,35.9,No,20752.5,49.3,84.2,495.2,422.5,3882.6
7/1/22 2:31,2022,7,Friday,Monsoon,11.3,Clear,87.1,12.4,86.5,No,23095.8,37.5,62.9,343.5,274,3753
7/2/22 2:31,2022,7,Saturday,Monsoon,16.1,Rainy,72.2,20.1,68.5,Yes,28151.4,8.5,70.6,187.7,710.9,3283.5
7/3/22 2:31,2022,7,Sunday,Monsoon,40.3,Cloudy,60.2,6.5,190.6,No,29865.3,73.6,67.3,162,191.6,4536.2
7/4/22 2:31,2022,7,Monday,Monsoon,19.9,Clear,77.7,14.8,48.5,No,24185.7,0.6,89.3,75.5,565.2,4233.8
7/5/22 2:31,2022,7,Tuesday,Monsoon,43.3,Rainy,20.5,3.9,94.3,No,28556.4,45.8,60.8,109.4,529.1,4817.6
7/6/22 2:31,2022,7,Wednesday,Monsoon,30.4,Cloudy,67.4,22.9,187.6,No,27168.2,63.3,81.7,458.7,371.7,3796.2
7/7/22 2:31,2022,7,Thursday,Monsoon,25.3,Rainy,87.8,3.8,157.8,No,15900.7,43.1,67.4,386.3,192.1,4276.2
7/8/22 2:31,2022,7,Friday,Monsoon,30.3,Rainy,48.6,6.4,192.9,No,28658.2,12.6,84.3,473.7,733,3907.9
7/9/22 2:31,2022,7,Saturday,Monsoon,28.1,Clear,28.7,3.4,121.7,No,11416.2,77.8,69.3,240.7,612.6,4014.1
7/10/22 2:31,2022,7,Sunday,Monsoon,36.6,Clear,53.7,15.3,66.8,No,16598.4,32.4,65.6,320.6,828.5,4725.7
7/11/22 2:31,2022,7,Monday,Monsoon,19.9,Cloudy,78.2,33.7,165.3,No,22798.9,13.5,80.8,267.7,312,3275.8
7/12/22 2:31,2022,7,Tuesday,Monsoon,22.4,Clear,28.6,36.3,58.3,No,20538.3,55,67.7,446.6,812.4,3386.7
7/13/22 2:31,2022,7,Wednesday,Monsoon,41.3,Cloudy,36.5,2.9,33,No,20848.2,1.9,74.6,496.1,362.8,5207.2
7/14/22 2:31,2022,7,Thursday,Monsoon,43.1,Rainy,31.8,25.4,141.3,No,25897.8,32.4,63.9,469.7,201.3,4260.4
7/15/22 2:31,2022,7,Friday,Monsoon,41.2,Rainy,83.8,27.4,127.8,No,13894.1,75.1,81.7,319.1,221.4,4713.1
7/16/22 2:31,2022,7,Saturday,Monsoon,24.7,Cloudy,25,21.4,175.8,Yes,29641.5,91.3,72.2,77.8,299,2678.4
7/17/22 2:31,2022,7,Sunday,Monsoon,37.3,Rainy,74.9,26.7,192.4,No,18749.2,59.2,64.2,327.9,714.2,4119.4
7/18/22 2:31,2022,7,Monday,Monsoon,26.7,Clear,49.3,9.3,171.4,Yes,28996.9,21.8,82.2,93.7,319.6,3282.6
7/19/22 2:31,2022,7,Tuesday,Monsoon,27.4,Rainy,80.5,19.6,12,No,17662.3,22,63.1,112.5,643.5,4723.6
7/20/22 2:31,2022,7,Wednesday,Monsoon,17.2,Clear,97.2,15.6,132.9,No,22035.7,60.4,77.2,136.1,330.9,3852.5
7/21/22 2:31,2022,7,Thursday,Monsoon,30.7,Cloudy,29.2,3.6,156.9,No,19006.2,40.7,78.2,213.6,428.7,3969.6
7/22/22 2:31,2022,7,Friday,Monsoon,16.5,Cloudy,45.2,25,196.4,No,23518.7,17.7,87.9,316.3,900.7,2794.9
7/23/22 2:31,2022,7,Saturday,Monsoon,21.6,Rainy,84.8,19.8,74.9,No,13672.5,78.7,64.5,200.1,550.3,4157.5
7/24/22 2:31,2022,7,Sunday,Monsoon,39.9,Rainy,41.3,11,34,No,18012.6,20,79.6,253.5,640.2,5019.2
7/25/22 2:31,2022,7,Monday,Monsoon,17.2,Clear,37.2,18.9,170.6,No,11367.6,32.2,71.4,71.3,270.3,3002.6
7/26/22 2:31,2022,7,Tuesday,Monsoon,12.5,Clear,86,31,63.5,No,21962,6.1,72,328.9,218.4,3547.1
7/27/22 2:31,2022,7,Wednesday,Monsoon,12.4,Rainy,99,32.1,119.6,No,29253.6,70.1,75.1,345.7,471.9,3370.9
7/28/22 2:31,2022,7,Thursday,Monsoon,42.9,Rainy,64.6,26,78,No,10918.1,27.5,67,94.7,869.8,4882.4
7/29/22 2:31,2022,7,Friday,Monsoon,27.7,Cloudy,42.2,18.7,80.5,No,23192.6,23.3,73.8,403.3,316.8,4033
7/30/22 2:31,2022,7,Saturday,Monsoon,24.3,Cloudy,51.9,23,146.5,No,25502,30.3,80.6,341.4,659.5,3542.3
7/31/22 2:31,2022,7,Sunday,Monsoon,38.4,Cloudy,33.6,15.4,72.3,No,14262.2,87.4,73.7,270.4,884.9,4585.7
8/1/22 2:31,2022,8,Monday,Monsoon,39.3,Rainy,81,5.1,138.6,No,15461.5,51.8,61.3,298.8,941,4977.9
8/2/22 2:31,2022,8,Tuesday,Monsoon,21.6,Rainy,81.9,15.4,2.9,No,14031.6,15.8,67.7,276.4,994.4,4577.3
8/3/22 2:31,2022,8,Wednesday,Monsoon,34.3,Rainy,90,21.2,64.9,No,15948.3,77.4,70.5,74.2,786.7,4865
8/4/22 2:31,2022,8,Thursday,Monsoon,37,Cloudy,22.1,24,63.8,No,12201.7,20.8,70.6,380.8,167.5,4272.6
8/5/22 2:31,2022,8,Friday,Monsoon,32.9,Rainy,65,37.4,149.8,No,17407,41.2,62.4,280.3,884.3,3797.7
8/6/22 2:31,2022,8,Saturday,Monsoon,15.3,Clear,37.1,31.1,62.9,No,17378.6,56.8,73.5,127.8,897.1,3200.3
8/7/22 2:31,2022,8,Sunday,Monsoon,40.7,Rainy,47.3,6.1,126.7,Yes,26145.3,58.4,80.8,356.3,601.6,4250.6
8/8/22 2:31,2022,8,Monday,Monsoon,28.9,Rainy,82.8,7,137.7,No,26019.2,6.9,61.5,362.8,160.7,4443.5
8/9/22 2:31,2022,8,Tuesday,Monsoon,19.9,Rainy,35.4,4,131.7,Yes,25934.5,83.7,82.5,146.1,529,3109.1
8/10/22 2:31,2022,8,Wednesday,Monsoon,24.9,Rainy,71.1,29.5,120.7,No,21340.7,47.9,88.7,408.4,289.6,3761
8/11/22 2:31,2022,8,Thursday,Monsoon,11.3,Rainy,72.4,28.2,82.7,Yes,16517.6,98.9,60.3,255.4,497.9,2810.9
8/12/22 2:31,2022,8,Friday,Monsoon,14.5,Clear,96.3,39.5,74.7,No,18219.3,71.7,65.8,131.3,751.7,3524.6
8/13/22 2:31,2022,8,Saturday,Monsoon,36.8,Clear,82,20.9,112.9,No,16354.9,99.3,76.3,345.9,700.8,4677.6
8/14/22 2:31,2022,8,Sunday,Monsoon,10,Rainy,84.3,33.1,12.7,No,21638.6,45.3,66.5,318.5,802,3618.1
8/15/22 2:31,2022,8,Monday,Monsoon,24.6,Cloudy,62.5,23.1,175.2,No,28759.6,14.1,82.9,126.7,528.9,3517.3
8/16/22 2:31,2022,8,Tuesday,Monsoon,28.3,Rainy,34.9,35,165.1,No,15689.9,72.7,69.4,442.6,559.7,3239.2
8/17/22 2:31,2022,8,Wednesday,Monsoon,11.9,Rainy,54,28.8,69.3,No,19177,77.8,68.8,434.5,942.1,3212.9
8/18/22 2:31,2022,8,Thursday,Monsoon,44.1,Rainy,64,25.7,113.4,Yes,23102.3,85.3,60,426.3,668.1,4261.4
8/19/22 2:31,2022,8,Friday,Monsoon,17.9,Cloudy,74.3,22.6,186.4,No,26893.9,30.1,68.1,229.7,772.8,3254.1
8/20/22 2:31,2022,8,Saturday,Monsoon,20.6,Cloudy,68.6,28.9,54.3,No,15066.7,51.1,66.5,421.1,698.1,3868.5
8/21/22 2:31,2022,8,Sunday,Monsoon,20.6,Cloudy,51.5,16.8,148.5,No,15605.8,85.8,70.3,430.2,676.4,3468.9
8/22/22 2:31,2022,8,Monday,Monsoon,18.1,Clear,41.2,3.9,16.5,No,27703.3,86.5,64.4,498.4,922.2,4155.5
8/23/22 2:31,2022,8,Tuesday,Monsoon,10.1,Cloudy,33.5,1.6,104.7,No,11605.2,2.6,77.8,480.9,420.8,3281.8
8/24/22 2:31,2022,8,Wednesday,Monsoon,35.5,Clear,75.5,19.2,176.8,No,22109,67.1,67.2,222.3,484.9,4264.2
8/25/22 2:31,2022,8,Thursday,Monsoon,43.8,Clear,71.6,24,110.3,No,27209.1,60.2,85,139.2,441.8,4877.2
8/26/22 2:31,2022,8,Friday,Monsoon,17.9,Cloudy,75,3.2,123.3,No,28434.9,8.3,68.5,181.6,788.7,3963.1
8/27/22 2:31,2022,8,Saturday,Monsoon,33.2,Cloudy,49.8,11.5,181.5,No,10253.7,93,66.3,272.7,881.6,4021.2
8/28/22 2:31,2022,8,Sunday,Monsoon,36,Cloudy,41,12.9,143.1,No,17393.3,44.5,61.7,412.5,421.8,4235.3
8/29/22 2:31,2022,8,Monday,Monsoon,39.7,Clear,80.8,22.5,139.2,No,15145.3,67.4,82.2,375.3,228.1,4646.4
8/30/22 2:31,2022,8,Tuesday,Monsoon,24.8,Rainy,81.9,11.1,117.3,No,21360.7,88.3,75.2,404.5,544.7,4249.3
8/31/22 2:31,2022,8,Wednesday,Monsoon,20.6,Cloudy,56.4,3.8,126.6,No,22657.2,13,63.4,221,985.9,3885.1
9/1/22 2:31,2022,9,Thursday,Monsoon,21.4,Cloudy,69,6.6,160.7,No,29995.5,85.6,66.6,161.1,283.3,3823.2
9/2/22 2:31,2022,9,Friday,Monsoon,34.9,Cloudy,49.9,7,195.8,No,20255.2,72.4,90,60.9,506.8,4127.5
9/3/22 2:31,2022,9,Saturday,Monsoon,38.6,Clear,76.2,33.7,159.1,No,21029.3,84,84.2,331.8,344.2,4221.4
9/4/22 2:31,2022,9,Sunday,Monsoon,16.4,Clear,86.9,11.4,141.5,No,18286.3,49.5,70.5,407.8,930.4,3751.4
9/5/22 2:31,2022,9,Monday,Monsoon,23,Rainy,75.1,28.6,27.1,No,12953.5,3.3,76.3,450.1,595.8,4192.4
9/6/22 2:31,2022,9,Tuesday,Monsoon,41.6,Cloudy,61,22.7,163.4,No,16066.5,67.1,72.5,264.3,620.9,4417.1
9/7/22 2:31,2022,9,Wednesday,Monsoon,38.2,Clear,56.7,39.1,147.2,No,14939.7,37.5,61.1,467.4,107.4,3961
9/8/22 2:31,2022,9,Thursday,Monsoon,44.5,Rainy,71.4,10.9,154.1,No,26024.4,40.2,83.4,141.1,687.5,4948.7
9/9/22 2:31,2022,9,Friday,Monsoon,36.4,Cloudy,74.4,6.3,46.2,No,20916.3,44.1,81.5,281.5,375.7,5206
9/10/22 2:31,2022,9,Saturday,Monsoon,23.8,Clear,64.7,2.1,180.7,No,15923.9,49.3,72.3,146.2,562.1,3890
9/11/22 2:31,2022,9,Sunday,Monsoon,30.7,Cloudy,70,9.6,19.5,No,19781.9,66.2,85.4,134.6,578,4943.5
9/12/22 2:31,2022,9,Monday,Monsoon,33.1,Cloudy,27.7,27.4,50.7,No,14377.3,72.7,76,479,633,4133.2
9/13/22 2:31,2022,9,Tuesday,Monsoon,12.7,Clear,96.1,3.4,132.6,No,13702.5,77.7,62,418,841.2,3867.5
9/14/22 2:31,2022,9,Wednesday,Monsoon,29.1,Clear,83.3,9.8,134.7,No,27198.8,67.2,67.8,55.3,369,4416
9/15/22 2:31,2022,9,Thursday,Monsoon,34.8,Clear,49.9,34.2,62.7,No,28896.2,80.3,73.9,170.8,330.5,4242.9
9/16/22 2:31,2022,9,Friday,Monsoon,15.9,Cloudy,65,23.3,140.3,No,11600.3,12.2,63.1,142.3,816.2,3275.2
9/17/22 2:31,2022,9,Saturday,Monsoon,37.3,Cloudy,23.8,2.8,77.6,No,25297.7,83.7,77.1,116.2,746.8,4660.4
9/18/22 2:31,2022,9,Sunday,Monsoon,30.4,Rainy,23.3,1.9,0,No,19066.2,38.7,63.6,363.8,303.1,4716.3
9/19/22 2:31,2022,9,Monday,Monsoon,43.3,Cloudy,40.1,2.4,32.5,No,17779.4,52.9,66,305.1,100.8,5355.5
9/20/22 2:31,2022,9,Tuesday,Monsoon,11.5,Clear,75.2,37.7,176.5,No,23788.2,43.4,86.8,254.3,699.3,2689.9
9/21/22 2:31,2022,9,Wednesday,Monsoon,19.3,Cloudy,88.2,34,44.5,No,15325.1,47.6,90,135.3,241.5,3943.4
9/22/22 2:31,2022,9,Thursday,Monsoon,31.1,Rainy,64.7,33.8,22.6,No,10411.6,28.5,76.5,174.9,961.3,4411.2
9/23/22 2:31,2022,9,Friday,Monsoon,20.4,Rainy,62.6,37,136.4,No,14280.1,17,78.6,210.2,644,3223.1
9/24/22 2:31,2022,9,Saturday,Monsoon,35,Clear,52.2,20.2,88.1,No,13698.5,10.5,83.9,403.5,864.7,4427.2
9/25/22 2:31,2022,9,Sunday,Monsoon,36.6,Clear,32.9,9.9,159.3,No,10681,45.1,80.9,495.1,825.1,4163.1
9/26/22 2:31,2022,9,Monday,Monsoon,13.6,Rainy,29.5,16.1,172.3,Yes,16426.3,12.5,65.5,132.8,602,2291.6
9/27/22 2:31,2022,9,Tuesday,Monsoon,28,Rainy,80.9,28.8,169.2,Yes,19490.4,24.5,72.4,203.7,494.5,3286.7
9/28/22 2:31,2022,9,Wednesday,Monsoon,27.8,Rainy,94.2,35,62.6,No,24716.6,13.4,76.1,176.1,547.1,4318.7
9/29/22 2:31,2022,9,Thursday,Monsoon,22.9,Clear,56.7,17.4,101.1,No,16513.2,10.9,70.8,69.8,822.7,3859.2
9/30/22 2:31,2022,9,Friday,Monsoon,42.7,Rainy,72.8,21.4,130,No,13890.8,88.2,65.3,148.6,676.4,4781.7
10/1/22 2:31,2022,10,Saturday,Autumn,39,Rainy,93.2,37.3,64.4,No,14612.4,67.4,82.1,455.7,285.1,4812.3
10/2/22 2:31,2022,10,Sunday,Autumn,34.4,Clear,27.2,4.3,8.2,No,27823.5,92.4,66,429.3,648.4,4865.1
10/3/22 2:31,2022,10,Monday,Autumn,35,Cloudy,81.6,34.5,99.1,No,14094.4,64.4,67.8,125.4,464.2,4381
10/4/22 2:31,2022,10,Tuesday,Autumn,26.2,Cloudy,69.3,6.4,2.6,No,27584.8,84.4,68.6,214.8,155.2,4861.2
10/5/22 2:31,2022,10,Wednesday,Autumn,42.2,Rainy,67.9,19.4,190.1,No,18942,55.5,64.9,189.9,443.1,4452.9
10/6/22 2:31,2022,10,Thursday,Autumn,34.3,Cloudy,43.4,8.7,159.3,No,28688,46.3,85.5,116.5,304.8,4178.2
10/7/22 2:31,2022,10,Friday,Autumn,35.5,Cloudy,74.7,24.1,38.4,No,18161.8,52.8,78.3,330,854.7,4848.5
10/8/22 2:31,2022,10,Saturday,Autumn,40.2,Cloudy,83.6,22.3,57.5,No,13553.7,32,85,300.8,194.5,5109.4
10/9/22 2:31,2022,10,Sunday,Autumn,19.6,Cloudy,29,15.2,196.6,No,20980.6,65.8,74.8,242.1,424.6,2983.1
10/10/22 2:31,2022,10,Monday,Autumn,38.2,Rainy,62.7,34.5,74.7,No,21754.1,89.7,75.6,435,725.9,4475
10/11/22 2:31,2022,10,Tuesday,Autumn,16.8,Cloudy,28.1,26.4,156.7,No,22709.8,78.2,78.5,328.9,907.7,2811.1
10/12/22 2:31,2022,10,Wednesday,Autumn,22.1,Cloudy,89.8,28.8,89.4,Yes,18229.9,46.2,71.1,166.7,401.8,3478.6
10/13/22 2:31,2022,10,Thursday,Autumn,21.7,Clear,60.6,6,172.8,No,10972,95.4,74.9,218.2,645.8,3708.8
10/14/22 2:31,2022,10,Friday,Autumn,44.2,Rainy,84.6,35.3,140.8,No,22534.4,98.5,76.4,117.6,436.3,4648.5
10/15/22 2:31,2022,10,Saturday,Autumn,40,Clear,49.4,6.7,4.6,No,28660.6,49.3,88.6,316.1,282.6,5336.9
10/16/22 2:31,2022,10,Sunday,Autumn,34.5,Clear,30,8.9,58.9,No,29151.2,86.5,86.5,314,393.1,4554.5
10/17/22 2:31,2022,10,Monday,Autumn,35.4,Rainy,23.3,5.1,111.6,No,21937.7,0.5,63.9,441.6,672.3,4345.1
10/18/22 2:31,2022,10,Tuesday,Autumn,29.7,Cloudy,42.5,17.6,185.2,No,10397.7,6.7,61.2,435.1,744.7,3630.4
10/19/22 2:31,2022,10,Wednesday,Autumn,43.1,Clear,39.5,35.5,20.4,No,12120.8,2.2,80.4,426.6,433.5,4740.6
10/20/22 2:31,2022,10,Thursday,Autumn,27.4,Rainy,64.8,10.1,120.2,No,26679.8,77.3,61.5,297,237.3,4213.6
10/21/22 2:31,2022,10,Friday,Autumn,23.3,Cloudy,21.7,15,60.4,No,26594.9,8,61.8,343.4,225.6,3782.1
10/22/22 2:31,2022,10,Saturday,Autumn,15.7,Rainy,61.6,33.8,177.9,No,28920.3,1.7,64.8,399,831.4,2835.6
10/23/22 2:31,2022,10,Sunday,Autumn,37.5,Clear,51.3,24.7,153,No,21275.5,14.7,70.6,91.3,687.9,4129.9
10/24/22 2:31,2022,10,Monday,Autumn,35.7,Cloudy,66.2,30.1,73.9,No,27276.3,30.6,73,185.3,755.2,4476
10/25/22 2:31,2022,10,Tuesday,Autumn,23.5,Cloudy,76.2,8.6,33.4,No,26497.7,46.5,75.6,126.1,539.4,4596.3
10/26/22 2:31,2022,10,Wednesday,Autumn,10.9,Rainy,70.7,28.7,2.3,No,21788.4,6.5,89.8,280.2,511.6,3666.7
10/27/22 2:31,2022,10,Thursday,Autumn,39.4,Cloudy,98.8,9.1,124.2,No,25672.8,49.9,71.6,427,290,5152.7
10/28/22 2:31,2022,10,Friday,Autumn,10.4,Clear,31.1,39.5,81.2,Yes,12514.2,24.8,67.3,153.8,251.5,2134.6
10/29/22 2:31,2022,10,Saturday,Autumn,34.6,Clear,54.4,22.4,63,Yes,22784.1,27.4,77.3,378.9,238.5,4012.6
10/30/22 2:31,2022,10,Sunday,Autumn,44,Clear,54,27.8,197.1,No,29069,82.2,66.5,232.6,992.6,4195.8
10/31/22 2:31,2022,10,Monday,Autumn,25.3,Rainy,53.4,4.7,93.2,No,13239.1,98.7,88.2,456.4,838.8,4238.7
11/1/22 2:31,2022,11,Tuesday,Autumn,18.2,Cloudy,73.1,10,150,No,24880.9,46.4,67.8,332.1,663.5,3691.9
11/2/22 2:31,2022,11,Wednesday,Autumn,34.7,Cloudy,59.2,5.6,35.5,Yes,16415.7,32.2,89.7,489.4,293,4536.2
11/3/22 2:31,2022,11,Thursday,Autumn,38.6,Cloudy,61.4,15.6,2.7,No,26342.1,93.1,72.6,160.6,403.9,5218.3
11/4/22 2:31,2022,11,Friday,Autumn,29.1,Clear,54.6,11.4,83.5,No,23944.2,50,84.4,465.8,415.7,4357.3
11/5/22 2:31,2022,11,Saturday,Autumn,43.8,Cloudy,99.3,29.3,133.1,No,28523.5,73,79.4,210.7,529.9,4933.7
11/6/22 2:31,2022,11,Sunday,Autumn,11.8,Clear,94.2,4.3,101.3,No,24238.7,41.4,88,329.9,479.8,3938.9
11/7/22 2:31,2022,11,Monday,Autumn,27.7,Cloudy,44.6,30.1,178.1,No,18206.2,20.3,78.8,128.5,940.7,3337.5
11/8/22 2:31,2022,11,Tuesday,Autumn,35.1,Clear,28.9,1.8,86.8,No,10217.9,65.5,77.4,391.9,748.7,4576
11/9/22 2:31,2022,11,Wednesday,Autumn,40.2,Cloudy,87.2,8.1,62.2,No,25858.3,66.5,79.6,490.2,173.3,5408.8
11/10/22 2:31,2022,11,Thursday,Autumn,16.3,Rainy,99.8,31.7,183.2,No,18169.3,46,83.6,404.3,424,3261.8
11/11/22 2:31,2022,11,Friday,Autumn,38,Rainy,43.4,29.7,81.4,No,23412.7,27,87,327.1,219.7,4333.1
11/12/22 2:31,2022,11,Saturday,Autumn,29.3,Clear,48.6,19.1,53.9,No,12101.3,83.2,68,251.7,351.4,4302.8
11/13/22 2:31,2022,11,Sunday,Autumn,23.9,Clear,95.3,2,19.5,No,27819.4,27.5,66,205.4,963,5009.6
11/14/22 2:31,2022,11,Monday,Autumn,14.6,Cloudy,76.9,24.4,158.7,No,18713.2,65.9,61,238.6,734.7,3218.2
11/15/22 2:31,2022,11,Tuesday,Autumn,40.3,Cloudy,43.7,16.3,165,No,28393.8,38.4,71.1,197.7,107.1,4300.3
11/16/22 2:31,2022,11,Wednesday,Autumn,15.5,Rainy,66.5,12.7,6.7,Yes,24140.3,47.2,85.4,424.7,396,3653.5
11/17/22 2:31,2022,11,Thursday,Autumn,20.8,Cloudy,95.5,25.6,71.7,No,12429.2,21.1,62.1,451.9,494.8,4126.5
11/18/22 2:31,2022,11,Friday,Autumn,20.2,Clear,84.9,17.5,150,No,21583.9,64.9,76.2,477.3,642.3,3757.9
11/19/22 2:31,2022,11,Saturday,Autumn,40.5,Clear,79.3,3.7,189.3,No,28198.7,22.6,80.8,238.3,549.8,4798.1
11/20/22 2:31,2022,11,Sunday,Autumn,33.5,Clear,79,36.6,75.6,No,25999.4,48.6,85.1,295.8,162.8,4356.2
11/21/22 2:31,2022,11,Monday,Autumn,37.9,Clear,34.2,31.1,174.4,No,18359.6,32.8,77.5,309.6,564,3741.8
11/22/22 2:31,2022,11,Tuesday,Autumn,18.8,Clear,86,2.3,78.7,Yes,29101.3,96.4,65.6,343,217.2,3859.2
11/23/22 2:31,2022,11,Wednesday,Autumn,31.9,Rainy,42.1,21,35.9,No,15371.5,98.2,88.9,51.1,567.3,4414.9
11/24/22 2:31,2022,11,Thursday,Autumn,30,Rainy,94.4,3.3,0.7,No,17502.2,75.3,62.8,429.2,321.5,5374.7
11/25/22 2:31,2022,11,Friday,Autumn,39.1,Clear,49.2,33.5,66,No,24994.3,98.4,83.1,170.7,229.8,4449.2
11/26/22 2:31,2022,11,Saturday,Autumn,41.7,Cloudy,88.6,24.5,75.7,No,14658.1,11.4,62.6,262.5,359.1,5102.9
11/27/22 2:31,2022,11,Sunday,Autumn,10.4,Clear,41.3,6.9,189,No,20307.5,99.2,64.3,428.7,189.7,2851.2
11/28/22 2:31,2022,11,Monday,Autumn,33.6,Rainy,61.2,0.8,41.2,No,24575.8,10.4,86.9,498.6,355.6,5068.5
